names,scores,logfoldchanges,pvals,pvals_adj
ANAPC16,-0.6038806,-0.073088445,0.5459230486966424,1.0
ARHGAP31,-0.60404927,-0.26180142,0.5458108960480781,1.0
RP11-158I9.8,-0.60414124,-0.34499937,0.5457497266924164,1.0
NHSL1,-0.60417193,-1.2024068,0.5457293376627683,1.0
EIF2AK3,-0.6042026,-0.61644685,0.5457089490109267,1.0
NYNRIN,-0.6044173,-2.773272,0.5455662390276409,1.0
SLC8A1,-0.60483134,0.02849632,0.5452910649274059,1.0
MRGBP,-0.60483134,-0.39869076,0.5452910649274059,1.0
PCMTD1,-0.6049387,0.0007796494,0.5452197347403326,1.0
CLPB,-0.6054447,-0.7981353,0.544883526255366,1.0
SPATA20,-0.6055828,-0.45751593,0.544791850905098,1.0
MRPL4,-0.6056134,-0.016354304,0.5447714796455052,1.0
SLC50A1,-0.60592014,-0.10066952,0.5445677878623618,1.0
CTB-152G17.6,-0.6060582,-0.95382047,0.5444761389077569,1.0
IGHV1-2,-0.6060888,-2.102724,0.5444557735143841,1.0
DTWD1,-0.6061195,-0.11869159,0.5444354084995771,1.0
RAD21,-0.60613483,-0.0011315088,0.5444252261341396,1.0
SERPINA5,-0.6062115,-3.031479,0.5443743157266723,1.0
TRMT2A,-0.60631883,-0.20236981,0.5443030451317104,1.0
CHD7,-0.6063495,-0.51137036,0.5442826829565333,1.0
GLS,-0.6063495,-0.08727774,0.5442826829565333,1.0
FBRSL1,-0.60644156,-0.57603973,0.5442215987030634,1.0
KDM3A,-0.6069169,-0.392335,0.5439060510308831,1.0
NOL10,-0.6071469,-0.2864771,0.5437533993500904,1.0
IFT27,-0.6074076,-0.09858528,0.5435804198830032,1.0
ALPK1,-0.6075917,-0.013899116,0.5434583332195727,1.0
LRG1,-0.60809773,-0.64793396,0.5431226652842882,1.0
ARMC5,-0.60832775,-0.9432551,0.5429701230889994,1.0
CTD-3252C9.4,-0.6084351,0.026186438,0.5428989440352638,1.0
ACLY,-0.6085271,-0.008170278,0.5428379371177864,1.0
C4orf33,-0.6086958,-0.16434577,0.5427260999740746,1.0
CTBP1,-0.6090485,0.039481405,0.5424922957811169,1.0
ATG4B,-0.6090945,-0.02709527,0.5424618032840217,1.0
STAM2,-0.60920185,-0.37787256,0.5423906574470072,1.0
ABL2,-0.6092632,-0.36399564,0.542350004771817,1.0
STK11IP,-0.60941654,-0.56610453,0.5422483797308182,1.0
CEP95,-0.6094472,-0.230689,0.5422280558621959,1.0
MRPS34,-0.6094472,0.016154166,0.5422280558621959,1.0
DUSP28,-0.6095852,-0.3786265,0.5421366031546757,1.0
ENTPD3-AS1,-0.60967726,-0.24073538,0.5420756389572683,1.0
RNF103,-0.60981524,-0.4667447,0.5419841990733771,1.0
ALAS1,-0.6098766,-0.16786219,0.5419435615951205,1.0
ENOX2,-0.6103827,-0.22079842,0.5416083604143171,1.0
ZNF669,-0.61042863,-0.4208274,0.5415778927123098,1.0
UHRF1BP1,-0.61070466,-0.47478533,0.5413951044695033,1.0
RP11-22P6.2,-0.6108427,-1.066834,0.5413037219015727,1.0
CASP9,-0.6109807,-0.528804,0.5412123470374122,1.0
DOPEY1,-0.6112261,-0.38512802,0.5410499218595067,1.0
HCFC2,-0.61133343,-0.47024536,0.5409788685030388,1.0
MRPL21,-0.6115021,0.022959571,0.5408672226492445,1.0
KAT5,-0.6117321,-0.08204097,0.5407149968622029,1.0
USF3,-0.61205417,-0.18464758,0.5405019167451784,1.0
SLC15A4,-0.6121462,-0.012558083,0.5404410444244718,1.0
P2RY11,-0.6121462,-0.5541764,0.5404410444244718,1.0
KPNA5,-0.61220753,-0.40678596,0.5404004647820198,1.0
ZBTB22,-0.6122842,-0.5744468,0.540349742371894,1.0
ACYP2,-0.6123149,-0.14860436,0.5403294540745743,1.0
TNS3,-0.6123149,-0.067634664,0.5403294540745743,1.0
STOML2,-0.61239153,-0.046654657,0.5402787349982057,1.0
ZNF341,-0.6126369,-0.997413,0.5401164499582813,1.0
POLR3K,-0.61331165,-0.008984668,0.5396702918903871,1.0
RAB33B,-0.6140477,-0.46978348,0.5391837845319642,1.0
PDK1,-0.6140477,-0.49591583,0.5391837845319642,1.0
PPTC7,-0.6140631,-0.037506066,0.5391736512992126,1.0
SVIP,-0.6140937,-0.18031412,0.5391533851199746,1.0
RAB18,-0.6142471,0.03712748,0.5390520599494775,1.0
TRIM25,-0.61463046,0.021047313,0.538798788781089,1.0
WAPL,-0.6149678,0.036413483,0.5385759595133256,1.0
PIGO,-0.61510587,-1.3153512,0.5384848154081829,1.0
FAM120AOS,-0.6151365,-0.15152317,0.5384645622133009,1.0
MXD3,-0.61522853,-0.14962752,0.5384038049213036,1.0
CWF19L1,-0.6154432,-0.27242178,0.5382620512819477,1.0
NXT2,-0.61567324,-0.6345118,0.5381101931658829,1.0
PPP4R1,-0.6157806,-0.22877097,0.5380393334041655,1.0
MED25,-0.6158726,-0.19640662,0.5379786001934318,1.0
IGLV1-47,-0.61597997,-2.4733856,0.5379077491305515,1.0
CYP27A1,-0.6160106,-0.32554436,0.5378875068301641,1.0
PDE12,-0.6164247,-0.16194373,0.537614273210808,1.0
MED7,-0.61654735,-0.24320033,0.5375333284909487,1.0
NOC4L,-0.6166854,-0.30009907,0.5374422729992112,1.0
ARIH2,-0.61680806,-0.05203096,0.5373613412901505,1.0
MYCT1,-0.6169307,-2.5009036,0.5372804157049982,1.0
CHEK2,-0.61699206,-0.951586,0.5372399552091232,1.0
FAM172A,-0.61702275,-0.0937857,0.5372197255354024,1.0
PPIC,-0.6171147,-2.515709,0.5371590388112477,1.0
SMIM15,-0.6172988,0.0059476523,0.5370376757005337,1.0
KDR,-0.6176975,-2.7540805,0.5367747695895798,1.0
HIBADH,-0.61786616,-0.026035279,0.5366635595690927,1.0
FAM110D,-0.61794287,-2.8683994,0.536613013391168,1.0
SRGAP3,-0.6179888,-0.84578586,0.5365826868339408,1.0
IARS2,-0.6182189,-0.17533232,0.5364310669815151,1.0
TM7SF2,-0.61824954,-0.9313537,0.5364108526300475,1.0
MED21,-0.61834157,-0.101231575,0.5363502118754759,1.0
FGD6,-0.6184336,-0.1310173,0.5362895745708982,1.0
TTI1,-0.61877096,-0.8366231,0.536067267309182,1.0
EIF1AD,-0.618817,-0.12180853,0.5360369562775199,1.0
CCHCR1,-0.6188323,-0.81191736,0.5360268527920545,1.0
FBXL20,-0.6194457,-0.19613375,0.5356227920107467,1.0
SLC25A32,-0.6196604,-0.42937592,0.5354814069973199,1.0
GNG12,-0.62002844,-3.7304573,0.5352390764482,1.0
C16orf52,-0.6201818,-0.39655814,0.5351381217039342,1.0
GABPA,-0.62022775,-0.3207843,0.5351078371527613,1.0
C19orf12,-0.6207492,-0.36669302,0.5347646726413087,1.0
RASAL2,-0.6213779,-1.5346274,0.5343510043147277,1.0
CERS2,-0.6216999,0.0058703115,0.534139187985275,1.0
MBTD1,-0.62196064,-0.3221305,0.533967748680203,1.0
C1orf131,-0.6224667,-0.09993329,0.5336350340882721,1.0
VENTX,-0.6234328,-0.9382821,0.5330001427165065,1.0
IGF2BP2,-0.6236015,-0.7005053,0.5328893278583735,1.0
ADNP2,-0.6237702,-0.29352853,0.5327785246565574,1.0
RRP12,-0.6238315,-0.077788986,0.5327382354735422,1.0
DUS3L,-0.6241229,-0.37678042,0.5325468829093476,1.0
LRRC41,-0.62433755,-0.35897505,0.5324059085468738,1.0
PTTG1IP,-0.62439895,0.033097975,0.5323656336279166,1.0
MIR22HG,-0.6244756,-0.17345613,0.53231529214842,1.0
FAM53B,-0.62458295,-0.11853925,0.5322448181266213,1.0
SP140,-0.6246136,-0.16000472,0.5322246835596316,1.0
MTR,-0.6251657,-0.20867862,0.5318623273221821,1.0
TM2D3,-0.62524235,-0.02120064,0.5318120099547106,1.0
ATXN3,-0.62528837,0.008464491,0.5317818206920695,1.0
BLCAP,-0.6256257,-0.0794549,0.5315604593038682,1.0
BRD9,-0.62568706,-0.07583612,0.5315202167975281,1.0
PPIG,-0.6259171,-0.0031233607,0.5313693211549646,1.0
SMIM13,-0.6259938,-0.5332683,0.5313190274347601,1.0
KIAA0196,-0.62607044,-0.33918244,0.5312687361285136,1.0
CARHSP1,-0.62616247,-0.008462296,0.5312083897476958,1.0
TAF9B,-0.62656116,-1.2307539,0.5309469289429818,1.0
RP11-442O1.4,-0.6266685,-0.7576488,0.530876546806983,1.0
NFKBIL1,-0.62668383,-0.16622823,0.5308664926026009,1.0
RP11-382A20.3,-0.6268985,-0.9852053,0.5307257438873176,1.0
C14orf28,-0.6268985,-0.7524216,0.5307257438873176,1.0
PYCARD-AS1,-0.62695986,-0.53486675,0.5306855334476444,1.0
HDAC6,-0.62718993,-0.41257605,0.5305347580720772,1.0
MGAT4B,-0.6273126,-0.30653173,0.5304543534318054,1.0
RP11-325F22.2,-0.6273586,-2.2717168,0.5304242032869139,1.0
ELK1,-0.6273586,-0.6554132,0.5304242032869139,1.0
SPHK1,-0.62755793,-0.3228121,0.5302935627149036,1.0
CTNNBIP1,-0.62760395,0.020214813,0.5302634172113926,1.0
SERPINI1,-0.627696,-1.22356,0.5302031288155534,1.0
GSDMD,-0.62778795,0.021419114,0.530142843901549,1.0
FKRP,-0.62778795,-0.70968795,0.530142843901549,1.0
DZIP3,-0.627926,-0.5220183,0.5300524230596588,1.0
ACSS2,-0.628156,-0.35306188,0.5299017390700618,1.0
CSNK1A1,-0.628202,0.004112867,0.529871604884523,1.0
MAD2L1BP,-0.62821734,-0.27370903,0.5298615603495378,1.0
SARS2,-0.6283247,-0.89091855,0.5297912513141778,1.0
COL1A1,-0.6283247,-2.2095766,0.5297912513141778,1.0
IMMP2L,-0.6284014,-0.6009659,0.5297410334778951,1.0
EPHB2,-0.6288921,-1.2487926,0.5294196966290909,1.0
ZNF830,-0.6292448,-0.26425898,0.5291887970107321,1.0
IRF9,-0.62959754,-0.12557055,0.5289579486323435,1.0
NDUFB7,-0.6296589,-0.05713731,0.5289178063201039,1.0
WDR89,-0.6300576,-0.7083159,0.5286569190857865,1.0
ASF1A,-0.63047165,-0.18503009,0.5283860670861475,1.0
TSPAN15,-0.6306403,-2.7166388,0.528275740241548,1.0
OPA1,-0.6307323,-0.19467933,0.5282155669091193,1.0
IMPDH1,-0.6307477,0.007697898,0.5282055383598727,1.0
PLS3,-0.630947,-2.7755065,0.5280751760473136,1.0
MBNL3,-0.630947,-0.33206296,0.5280751760473136,1.0
SHARPIN,-0.63131505,-0.0005538179,0.5278345502417168,1.0
ICK,-0.6314071,-0.3690464,0.5277744025244036,1.0
CCDC170,-0.63152975,-0.35010433,0.5276942110035339,1.0
C12orf75,-0.6316524,-0.34821334,0.5276140256953842,1.0
AC006129.2,-0.63200516,-0.35181624,0.527383527547812,1.0
KBTBD11,-0.63238853,-0.33730152,0.527133044354216,1.0
KIN,-0.6327719,-0.057314243,0.5268826218812526,1.0
RUFY3,-0.6328792,-0.115746245,0.5268125144729678,1.0
VPS8,-0.6335233,-0.1571213,0.5263919700571731,1.0
AUTS2,-0.633738,-1.5292547,0.5262518267050108,1.0
PML,-0.63383,-0.11852972,0.5261917711047761,1.0
ANKRD50,-0.63392204,-0.21937962,0.5261317190068245,1.0
SGPL1,-0.63392204,-0.08998185,0.5261317190068245,1.0
VDAC2,-0.6340293,-0.020355258,0.5260616626527838,1.0
PUDP,-0.6341827,-0.25740966,0.5259615904179662,1.0
PGRMC2,-0.63453543,-0.26331073,0.5257314612123857,1.0
SMG5,-0.6346428,-0.5103182,0.5256614321099484,1.0
MEF2A,-0.6351181,0.0012783621,0.5253513605794988,1.0
TULP4,-0.63542485,-0.1941044,0.5251513641040932,1.0
RBCK1,-0.6357929,0.039579194,0.5249114197785681,1.0
RHBDD1,-0.6359463,-0.50351226,0.524811459544273,1.0
EHBP1,-0.63674366,-0.7543419,0.5242918234943141,1.0
IL1RAP,-0.63677436,-0.74616003,0.5242718427589494,1.0
TMX4,-0.63694304,0.008298116,0.5241619556899192,1.0
RSPRY1,-0.63780177,-0.2812737,0.5236027136923189,1.0
SLC25A29,-0.63844585,-0.47334018,0.5231834831410487,1.0
WDR13,-0.6387372,-0.029366495,0.5229938878399119,1.0
DHDDS,-0.63889056,-0.3913843,0.5228941150100246,1.0
CRELD1,-0.6389366,-0.49035686,0.5228641850670636,1.0
EYA3,-0.6390746,-0.32105526,0.5227744005168989,1.0
NAPSA,-0.63912064,-1.0906314,0.5227444740932083,1.0
SASH3,-0.6391513,0.05410556,0.5227245236329185,1.0
TSTD1,-0.6396267,-0.020986788,0.5224153415149958,1.0
ZNF821,-0.639688,-0.56514454,0.5223754538942513,1.0
CD300C,-0.6398874,0.10513567,0.5222458299363149,1.0
C18orf21,-0.6400714,-0.097626165,0.5221261917275805,1.0
TOMM70A,-0.6400714,-0.24534847,0.5221261917275805,1.0
EIF2B3,-0.64019406,-0.21123013,0.5220464407499169,1.0
B3GALT6,-0.6402401,-0.62155724,0.522016535748026,1.0
FER,-0.6402401,-0.49526545,0.522016535748026,1.0
NCF4,-0.6408228,-0.010622606,0.5216378153099706,1.0
ELOVL5,-0.6409455,-0.05304682,0.5215581027064609,1.0
SNCA,-0.6409455,-0.28318924,0.5215581027064609,1.0
MAML1,-0.64171225,-0.13116844,0.5210600409648419,1.0
RNF123,-0.64194226,-0.51459235,0.5209106702102858,1.0
ZNF91,-0.6419883,-0.34290224,0.5208807987058262,1.0
TMIGD2,-0.64211094,-1.2315015,0.5208011456738615,1.0
ANAPC1,-0.64235634,-0.40791437,0.5206418584338122,1.0
IGKV1-9,-0.64235634,-2.559034,0.5206418584338122,1.0
DERL2,-0.64298505,-0.033335425,0.5202337994769559,1.0
STK26,-0.6431231,-0.29651862,0.5201442476323359,1.0
C14orf166,-0.64324576,-0.029927297,0.5200646526653506,1.0
LILRA6,-0.6439972,-0.09186123,0.5195772705698904,1.0
SERPINA6,-0.6441965,-2.8449552,0.519448004686457,1.0
OSBPL10,-0.6442732,-0.73024654,0.5193982914588966,1.0
RBKS,-0.64430386,-1.3608927,0.5193784068554783,1.0
WDR3,-0.64433455,-0.46897337,0.5193585226449943,1.0
PROS1,-0.6443499,-2.958639,0.5193485806871059,1.0
RAI1,-0.6448866,-0.55837303,0.5190006740604829,1.0
CDC23,-0.6453006,-0.3421737,0.5187323712103888,1.0
ARMCX5,-0.6455307,-0.69812834,0.5185833450412504,1.0
S100Z,-0.6458527,0.011546673,0.5183747455790411,1.0
PEMT,-0.6460214,-0.2817748,0.5182654965066312,1.0
ACTN4,-0.6461901,0.017553225,0.5181562593389653,1.0
STRIP1,-0.64629745,-0.27899015,0.5180867509768896,1.0
DCTN1,-0.6468035,-0.19301052,0.517759133657434,1.0
TBRG1,-0.6474322,0.0073929904,0.5173522433201845,1.0
KIAA0430,-0.6477236,-0.040126912,0.5171637405291554,1.0
CWC27,-0.64780027,-0.16720857,0.5171141404433564,1.0
PRKX,-0.6478156,-0.04769394,0.5171042207218224,1.0
RMND5A,-0.648107,-0.12293485,0.5169157647377924,1.0
CTBS,-0.648245,-0.023113905,0.516826508533134,1.0
FTX,-0.64888906,-0.22118104,0.5164100851763733,1.0
FGFR1OP2,-0.64905775,-0.0034983228,0.5163010506656844,1.0
DCPS,-0.64910376,-0.10990403,0.5162713160526217,1.0
LTB,-0.6493491,-0.07805956,0.5161127464466186,1.0
DHX15,-0.6494104,-0.092552476,0.5160731079921099,1.0
ARNTL,-0.64945644,-0.34934524,0.5160433801874224,1.0
WDR6,-0.6496251,-0.33553874,0.5159343858362793,1.0
THOC2,-0.6497938,0.015561837,0.5158254034283738,1.0
GADD45G,-0.65037656,-0.5380342,0.5154490106654188,1.0
ZFC3H1,-0.6504379,-0.07839098,0.5154093986700121,1.0
TMEM41A,-0.6504992,-0.29803827,0.5153697882550171,1.0
TEX261,-0.65059125,-0.2130548,0.5153103755959849,1.0
CMSS1,-0.6508673,-0.35005212,0.515132158958509,1.0
TRIM39,-0.6513427,-1.225788,0.5148253053582184,1.0
IRAK3,-0.65141934,0.08939371,0.5147758217379381,1.0
GADD45GIP1,-0.6516034,-0.024890266,0.5146570711334677,1.0
C19orf38,-0.6516187,0.023196705,0.5146471758924347,1.0
VPS52,-0.65164936,-0.64787924,0.5146273857070074,1.0
NSF,-0.6518334,-0.18692967,0.5145086529008797,1.0
CLEC17A,-0.65184873,-2.0345736,0.5144987591431726,1.0
CHD9,-0.65187943,-0.012610894,0.5144789719244569,1.0
WARS2,-0.6520021,-0.53730524,0.5143998270057718,1.0
TGDS,-0.6526308,-0.67576844,0.5139943086698562,1.0
MALSU1,-0.65269214,-0.067828104,0.5139547548109469,1.0
ZDHHC20,-0.6528455,0.0056201885,0.5138558770919419,1.0
SLC15A2,-0.6533056,-0.6472633,0.5135593033318235,1.0
COL6A2,-0.65342826,-2.1668649,0.5134802320462484,1.0
DCAF10,-0.65342826,-0.13371365,0.5134802320462484,1.0
SPOP,-0.6534743,-0.017195685,0.5134505819482247,1.0
ANKRD17,-0.65359694,-0.06749872,0.5133715193780454,1.0
PEX11B,-0.65361226,-0.22984254,0.5133616370024896,1.0
GFER,-0.6537503,-0.02731678,0.5132727000800124,1.0
TBC1D7,-0.6541183,-0.3741348,0.5130355741856012,1.0
DCAF12,-0.6546244,-0.004289396,0.5127096192847573,1.0
UPK3A,-0.6548391,0.08388963,0.51257136800182,1.0
ITPA,-0.65486974,0.017246991,0.5125516194050002,1.0
SPOPL,-0.6549771,-0.043682415,0.5124825024397888,1.0
JAM2,-0.65516114,-2.468118,0.5123640275194353,1.0
GTF2E2,-0.6554678,-0.05958606,0.5121666010597239,1.0
CCS,-0.65552914,-0.074422635,0.5121271205296762,1.0
FEZ2,-0.6556672,-0.04073268,0.5120382951414801,1.0
JMY,-0.6557132,-0.4727486,0.5120086884648477,1.0
HSPA2,-0.65605056,-1.4287864,0.5117916001279667,1.0
AATF,-0.6562806,-0.060698405,0.5116436128975758,1.0
MTM1,-0.6564186,-0.3763969,0.5115548312816506,1.0
PLPP2,-0.6565413,-2.9347675,0.5114759210417582,1.0
HDDC3,-0.656756,-0.1782691,0.511337843415435,1.0
C12orf45,-0.6567713,-0.10773361,0.5113279814727291,1.0
FTH1,-0.65683264,0.03301776,0.5112885346951737,1.0
MTO1,-0.6575994,-0.103162676,0.510795584099577,1.0
PSPC1,-0.6576914,-0.112468414,0.510736446723498,1.0
IGHV4-59,-0.6581208,-3.2508855,0.5104605196229439,1.0
SGSM3,-0.6584428,-0.31813693,0.5102536254585177,1.0
LAPTM5,-0.65884155,-0.10290855,0.5099975315555892,1.0
ALDH2,-0.6591482,0.012219716,0.50980058201582,1.0
ENDOD1,-0.6593476,-0.7818704,0.5096725861633296,1.0
RNF135,-0.6596236,0.0033213452,0.5094953889108095,1.0
SFSWAP,-0.65963894,-0.11017823,0.5094855455648453,1.0
NFIB,-0.65988433,-1.5801151,0.5093280655719739,1.0
POLD3,-0.6602524,-0.25312543,0.5090918933884954,1.0
SLC8B1,-0.6604057,-0.16999741,0.5089935052469775,1.0
SERPINA4,-0.66055906,-5.431423,0.5088951270690981,1.0
SDPR,-0.66081977,-1.4619429,0.5087279070369447,1.0
METAP1,-0.6608351,-0.26499465,0.5087180714614468,1.0
FAM120B,-0.66103446,-0.51894045,0.5085902180506816,1.0
ZNF248,-0.6610651,-0.75202394,0.5085705497904549,1.0
NDN,-0.6611878,-1.6311926,0.5084918807373493,1.0
C19orf24,-0.66120315,-0.010721071,0.5084820475543603,1.0
FBXO33,-0.6613565,-0.10805043,0.508383721208412,1.0
RCCD1,-0.66143316,-1.096993,0.5083345617747499,1.0
TBC1D23,-0.6617399,-0.18815269,0.5081379489726406,1.0
POLB,-0.66230726,-0.27193415,0.5077743204825091,1.0
ADPRM,-0.6623839,-0.54594123,0.5077251919746602,1.0
ESCO1,-0.6626293,-0.21714976,0.5075679975174439,1.0
NDUFS1,-0.66270596,-0.054499086,0.5075188794901222,1.0
MGC16275,-0.66356474,-0.91089946,0.5069689281337371,1.0
DVL3,-0.6636568,-0.48750573,0.5069100233522323,1.0
WDR33,-0.6639481,-0.10022103,0.5067235152744693,1.0
RP11-14N7.2,-0.66448486,-1.2163402,0.5063800422089514,1.0
TMCC3,-0.6647149,-0.45719495,0.5062328769563416,1.0
HPCAL1,-0.6647609,0.035303894,0.5062034466056965,1.0
CENPC,-0.6648989,-0.12212827,0.5061151609541417,1.0
CRHBP,-0.6650216,-2.229967,0.5060366916204879,1.0
KIFAP3,-0.6650676,-0.5302089,0.506007267270767,1.0
GTPBP6,-0.6653743,-0.13468124,0.5058111279479156,1.0
ANGEL2,-0.6656043,-0.22872967,0.5056640497198912,1.0
NEURL1,-0.665819,-0.22508459,0.505526797022243,1.0
CD1C,-0.6663404,-0.24628727,0.5051935507252319,1.0
MBD4,-0.6664938,-0.13474245,0.5050955591362933,1.0
DYNLT3,-0.6665091,-0.2257821,0.505085760528201,1.0
TUG1,-0.66661644,0.010656998,0.5050171730758497,1.0
APOL1,-0.66666245,-0.41137764,0.5049877799557849,1.0
TBL1XR1,-0.66687715,-0.022635423,0.5048506239821817,1.0
TGIF2,-0.6677359,-0.39065272,0.5043021964787051,1.0
HNRNPF,-0.66775125,-0.03269413,0.5042924059869751,1.0
PPME1,-0.6678432,-0.50864273,0.5042336651419816,1.0
HYI,-0.66790456,-0.7196077,0.5041945065838763,1.0
IQSEC2,-0.66811925,-0.33691716,0.5040574642647015,1.0
ATP6V1B2,-0.6682419,0.015928032,0.5039791631928842,1.0
CEBPZOS,-0.6685026,-0.14655268,0.5038127947288079,1.0
PYGB,-0.66854864,-0.350592,0.5037834385974149,1.0
LOXL3,-0.6686867,-0.6417994,0.5036953756206874,1.0
ARHGEF10L,-0.66873264,-0.16790931,0.5036660231010435,1.0
CLPTM1,-0.66880935,-0.12807547,0.503617104241705,1.0
SOCS4,-0.66897804,-0.19528379,0.5035094915815035,1.0
TMEM97,-0.66919273,-1.3125627,0.5033725475765397,1.0
FLRT2,-0.66922337,-2.6129475,0.5033529857531625,1.0
HSCB,-0.66945344,-0.076544054,0.5032062848765472,1.0
ZNF714,-0.6695914,-0.75161284,0.5031182751930303,1.0
USP12,-0.6696221,-0.36025316,0.503098718590027,1.0
XX-FW83563B9.5,-0.6700055,-1.5335308,0.5028542949439969,1.0
PCAT19,-0.6701435,-0.988288,0.5027663177979054,1.0
KHSRP,-0.6703735,-0.039457634,0.5026197073030214,1.0
MORF4L1,-0.6708642,-0.08629484,0.502307013807341,1.0
ATG7,-0.671723,0.039542936,0.5017600478766329,1.0
GOT1,-0.671723,-0.4896184,0.5017600478766329,1.0
RP2,-0.671907,-0.02919402,0.5016428819217091,1.0
CH17-340M24.3,-0.6719377,-0.06764546,0.501623355670867,1.0
THAP6,-0.67225975,-0.26550847,0.5014183543339502,1.0
DCLRE1C,-0.6723671,-0.10780393,0.5013500304158336,1.0
PIAS4,-0.6728578,-0.40423557,0.5010377553076277,1.0
CDC27,-0.6729805,-0.12763688,0.500959702637107,1.0
MTRNR2L10,-0.6729805,-0.29064465,0.500959702637107,1.0
POR,-0.6730418,-0.112203754,0.5009206787182682,1.0
RP11-126K1.6,-0.67317986,-0.48534364,0.5008328807914227,1.0
RHBDD2,-0.6732565,-0.13867207,0.5007841076899169,1.0
L3MBTL3,-0.6733792,-0.24385525,0.500706075964414,1.0
CACNA1A,-0.6736246,-1.7354736,0.5005500318520071,1.0
RSF1,-0.6740693,-0.04177054,0.5002672676337301,1.0
ZNF880,-0.6741153,-0.46095386,0.5002380209995472,1.0
USPL1,-0.674974,-0.43808472,0.49969225035091336,1.0
SCGB3A1,-0.67514277,-0.45501208,0.4995850825578757,1.0
ZBTB16,-0.6751734,-0.77049804,0.49956559881575724,1.0
SLC11A2,-0.6752501,-0.2880423,0.49951689122561693,1.0
MARCH2,-0.6759095,0.12322365,0.49909811006558646,1.0
CARD9,-0.67618555,-0.0180648,0.49892286172606526,1.0
SLC25A42,-0.6763082,-0.88517994,0.498844984073217,1.0
XRCC1,-0.67636955,-0.25990924,0.49880604766971803,1.0
AC096772.6,-0.67641556,-1.8126818,0.49877684642718867,1.0
CD300LB,-0.6766149,-0.20098285,0.4986503182104107,1.0
NCOR1,-0.67663026,0.0047533126,0.4986405859774957,1.0
MLX,-0.6771056,0.039180845,0.4983389368508222,1.0
RNF7,-0.67719764,-0.013867929,0.4982805643611119,1.0
PINK1,-0.67722833,-0.3522266,0.4982611076727591,1.0
DMAP1,-0.67725897,-0.15092939,0.4982416513885315,1.0
FAM216A,-0.67768836,-0.63489646,0.49796930584803234,1.0
STAG2,-0.6777497,0.018875234,0.4979304058099918,1.0
ZNF691,-0.67790306,-1.1630323,0.4978331627901996,1.0
ZBTB37,-0.67808706,-0.31324336,0.49771648450987305,1.0
IGBP1,-0.6781944,-0.024384426,0.4976484289027321,1.0
RNF20,-0.67856246,-0.16052127,0.4974151330077572,1.0
ZC3H8,-0.6787158,-0.2902018,0.49731794357746983,1.0
MED13L,-0.67920655,0.031347815,0.4970070053801874,1.0
GADD45A,-0.67962056,-0.4335635,0.49674473187286816,1.0
ICMT,-0.6799273,-0.42330763,0.49655050277459734,1.0
ADH1B,-0.680418,-2.4053478,0.4962398204600572,1.0
ZNF780A,-0.6810621,-0.116769716,0.4958322073294765,1.0
TTC21A,-0.6812461,-0.9480898,0.49571577926490296,1.0
PPP1R2,-0.6812768,-0.07596224,0.49569637600636884,1.0
TAX1BP3,-0.68130744,-0.068163365,0.4956769731532593,1.0
PDCD2,-0.68153745,-0.020003784,0.49553146467883347,1.0
FAM136A,-0.68158346,-0.034579817,0.49550236572099315,1.0
ATG2B,-0.6816908,-0.8844973,0.4954344717010767,1.0
EIF4G1,-0.6819822,-0.0051112426,0.4952502129770542,1.0
LIMCH1,-0.6822429,-2.6869175,0.4950853809401127,1.0
CHD6,-0.6823042,-0.045826342,0.49504660119138666,1.0
IPO7,-0.6826416,0.014318078,0.49483334158672987,1.0
SPIRE1,-0.6827183,-1.3110459,0.4947848803431648,1.0
FBLN2,-0.6827949,-2.9106233,0.4947364216363699,1.0
IGHV4-39,-0.6828256,-2.8236258,0.49471703886398155,1.0
CRP,-0.68328565,-3.1692994,0.4944263459936762,1.0
METAP1D,-0.683439,-0.9130112,0.4943294686717772,1.0
ZNF326,-0.68379176,-0.070776075,0.4941066893632531,1.0
MAGED1,-0.6838071,-0.9510173,0.494097004524924,1.0
IMPACT,-0.6838377,-0.17429216,0.4940776351529381,1.0
RP5-821D11.7,-0.6844818,-0.7162051,0.4936709721971142,1.0
SRP68,-0.6849265,-0.25647116,0.4933902857110083,1.0
EPC2,-0.68506455,-0.29628363,0.4933031934918579,1.0
TAF2,-0.68520254,-0.28454027,0.49321610950686534,1.0
GALT,-0.68544793,-0.20363125,0.49306131386753604,1.0
MAFK,-0.68564725,-0.28827092,0.4929355615782479,1.0
KLHDC7B,-0.68570864,-0.6448757,0.4928968720239083,1.0
PAM,-0.68615335,-1.538559,0.4926164214265196,1.0
RAB9A,-0.68629134,-0.10525155,0.4925294024307124,1.0
RAD51AP1,-0.686414,-1.1155814,0.49245205913137247,1.0
CLEC4G,-0.68646,-1.0648617,0.4924230570731648,1.0
GAS2L1,-0.6864907,-0.3703242,0.4924037228765208,1.0
CLASP2,-0.68652135,-0.18830276,0.49238438908695004,1.0
DLEU2,-0.6866594,-0.49052328,0.4922973920716709,1.0
ZNF721,-0.68676674,-0.20870648,0.49222973342617493,1.0
DYNC1H1,-0.6867974,-0.04584614,0.4922104033006962,1.0
FAM122A,-0.6873341,-0.01686256,0.4918721920239103,1.0
WWC2,-0.68747216,-1.0018104,0.49178524357102027,1.0
PARG,-0.68777883,-0.47155684,0.4915920543231789,1.0
STK17A,-0.6883616,-0.124645054,0.49122510701990474,1.0
